项目ID,请求专业类型,学校,学院,项目名称,标准项目名称,方向,项目类型,年份,录取分析标题,总成绩计算方式,分数段,拟录人数,进入复试人数,分段录取率,来源网站,更新时间
1,MBA,广西大学,工商管理学院,MBA数智化运营方向班/MBA高端制造业服务业班,MBA数智化运营方向班/MBA高端制造业服务业班,MBA数智化运营方向班/MBA高端制造业服务业班,非全日制,2025,MBA(非全),综合成绩=初试总分（满分300分）÷3×50%+（思想品德考核分+专业考核分）×50%。成绩精确到小数点后两位。,180-189,32,56,57.14,MBA大师,2025-06-23 09:57:46
1,MBA,广西大学,工商管理学院,MBA数智化运营方向班/MBA高端制造业服务业班,MBA数智化运营方向班/MBA高端制造业服务业班,MBA数智化运营方向班/MBA高端制造业服务业班,非全日制,2025,MBA(非全),综合成绩=初试总分（满分300分）÷3×50%+（思想品德考核分+专业考核分）×50%。成绩精确到小数点后两位。,190-199,22,31,70.97,MBA大师,2025-06-23 09:57:46
1,MBA,广西大学,工商管理学院,MBA数智化运营方向班/MBA高端制造业服务业班,MBA数智化运营方向班/MBA高端制造业服务业班,MBA数智化运营方向班/MBA高端制造业服务业班,非全日制,2025,MBA(非全),综合成绩=初试总分（满分300分）÷3×50%+（思想品德考核分+专业考核分）×50%。成绩精确到小数点后两位。,200-209,18,18,100.0,MBA大师,2025-06-23 09:57:46
1,MBA,广西大学,工商管理学院,MBA数智化运营方向班/MBA高端制造业服务业班,MBA数智化运营方向班/MBA高端制造业服务业班,MBA数智化运营方向班/MBA高端制造业服务业班,非全日制,2025,MBA(非全),综合成绩=初试总分（满分300分）÷3×50%+（思想品德考核分+专业考核分）×50%。成绩精确到小数点后两位。,210-219,16,16,100.0,MBA大师,2025-06-23 09:57:46
1,MBA,广西大学,工商管理学院,MBA数智化运营方向班/MBA高端制造业服务业班,MBA数智化运营方向班/MBA高端制造业服务业班,MBA数智化运营方向班/MBA高端制造业服务业班,非全日制,2025,MBA(非全),综合成绩=初试总分（满分300分）÷3×50%+（思想品德考核分+专业考核分）×50%。成绩精确到小数点后两位。,220-229,3,3,100.0,MBA大师,2025-06-23 09:57:46
1,MBA,广西大学,工商管理学院,MBA数智化运营方向班/MBA高端制造业服务业班,MBA数智化运营方向班/MBA高端制造业服务业班,MBA数智化运营方向班/MBA高端制造业服务业班,非全日制,2025,MBA(非全),综合成绩=初试总分（满分300分）÷3×50%+（思想品德考核分+专业考核分）×50%。成绩精确到小数点后两位。,230-239,2,2,100.0,MBA大师,2025-06-23 09:57:46
1,MBA,广西大学,工商管理学院,MBA（国际班、科技产业运营方向班）,MBA（国际班、科技产业运营方向班）,MBA（国际班、科技产业运营方向班）,全日制,2025,MBA(全),综合成绩=初试总分（满分300分）÷3×50%+（思想品德考核分+专业考核分）×50%。成绩精确到小数点后两位。,0-140,0,3,0.0,MBA大师,2025-06-23 09:57:45
1,MBA,广西大学,工商管理学院,MBA（国际班、科技产业运营方向班）,MBA（国际班、科技产业运营方向班）,MBA（国际班、科技产业运营方向班）,全日制,2025,MBA(全),综合成绩=初试总分（满分300分）÷3×50%+（思想品德考核分+专业考核分）×50%。成绩精确到小数点后两位。,141-150,0,23,0.0,MBA大师,2025-06-23 09:57:46
1,MBA,广西大学,工商管理学院,MBA（国际班、科技产业运营方向班）,MBA（国际班、科技产业运营方向班）,MBA（国际班、科技产业运营方向班）,全日制,2025,MBA(全),综合成绩=初试总分（满分300分）÷3×50%+（思想品德考核分+专业考核分）×50%。成绩精确到小数点后两位。,151-159,0,24,0.0,MBA大师,2025-06-23 09:57:46
1,MBA,广西大学,工商管理学院,MBA（国际班、科技产业运营方向班）,MBA（国际班、科技产业运营方向班）,MBA（国际班、科技产业运营方向班）,全日制,2025,MBA(全),综合成绩=初试总分（满分300分）÷3×50%+（思想品德考核分+专业考核分）×50%。成绩精确到小数点后两位。,160-169,18,30,60.0,MBA大师,2025-06-23 09:57:46
1,MBA,广西大学,工商管理学院,MBA（国际班、科技产业运营方向班）,MBA（国际班、科技产业运营方向班）,MBA（国际班、科技产业运营方向班）,全日制,2025,MBA(全),综合成绩=初试总分（满分300分）÷3×50%+（思想品德考核分+专业考核分）×50%。成绩精确到小数点后两位。,170-179,15,18,83.33,MBA大师,2025-06-23 09:57:46
1,MBA,广西大学,工商管理学院,MBA（国际班、科技产业运营方向班）,MBA（国际班、科技产业运营方向班）,MBA（国际班、科技产业运营方向班）,全日制,2025,MBA(全),综合成绩=初试总分（满分300分）÷3×50%+（思想品德考核分+专业考核分）×50%。成绩精确到小数点后两位。,180-189,18,19,94.74,MBA大师,2025-06-23 09:57:46
1,MBA,广西大学,工商管理学院,MBA（国际班、科技产业运营方向班）,MBA（国际班、科技产业运营方向班）,MBA（国际班、科技产业运营方向班）,全日制,2025,MBA(全),综合成绩=初试总分（满分300分）÷3×50%+（思想品德考核分+专业考核分）×50%。成绩精确到小数点后两位。,190-199,13,13,100.0,MBA大师,2025-06-23 09:57:46
1,MBA,广西大学,工商管理学院,MBA（国际班、科技产业运营方向班）,MBA（国际班、科技产业运营方向班）,MBA（国际班、科技产业运营方向班）,全日制,2025,MBA(全),综合成绩=初试总分（满分300分）÷3×50%+（思想品德考核分+专业考核分）×50%。成绩精确到小数点后两位。,200-209,10,10,100.0,MBA大师,2025-06-23 09:57:46
1,MBA,广西大学,工商管理学院,MBA（国际班、科技产业运营方向班）,MBA（国际班、科技产业运营方向班）,MBA（国际班、科技产业运营方向班）,全日制,2025,MBA(全),综合成绩=初试总分（满分300分）÷3×50%+（思想品德考核分+专业考核分）×50%。成绩精确到小数点后两位。,210-219,5,5,100.0,MBA大师,2025-06-23 09:57:46
1,MBA,广西大学,工商管理学院,MBA（国际班、科技产业运营方向班）,MBA（国际班、科技产业运营方向班）,MBA（国际班、科技产业运营方向班）,全日制,2025,MBA(全),综合成绩=初试总分（满分300分）÷3×50%+（思想品德考核分+专业考核分）×50%。成绩精确到小数点后两位。,220-229,1,1,100.0,MBA大师,2025-06-23 09:57:46
2,MBA,桂林电子科技大学,MBA教育中心,MBA,MBA,nan,全日制,2025,MBA(全),总成绩（百分制）=初试成绩÷3*40％+复试总成绩*60％,141-150,4,17,23.53,MBA大师,2025-06-23 09:57:46
2,MBA,桂林电子科技大学,MBA教育中心,MBA,MBA,nan,全日制,2025,MBA(全),总成绩（百分制）=初试成绩÷3*40％+复试总成绩*60％,151-159,4,9,44.44,MBA大师,2025-06-23 09:57:46
2,MBA,桂林电子科技大学,MBA教育中心,MBA,MBA,nan,全日制,2025,MBA(全),总成绩（百分制）=初试成绩÷3*40％+复试总成绩*60％,160-169,1,5,20.0,MBA大师,2025-06-23 09:57:46
2,MBA,桂林电子科技大学,MBA教育中心,MBA,MBA,nan,全日制,2025,MBA(全),总成绩（百分制）=初试成绩÷3*40％+复试总成绩*60％,170-179,3,4,75.0,MBA大师,2025-06-23 09:57:46
2,MBA,桂林电子科技大学,MBA教育中心,MBA,MBA,nan,全日制,2025,MBA(全),总成绩（百分制）=初试成绩÷3*40％+复试总成绩*60％,180-189,1,7,14.29,MBA大师,2025-06-23 09:57:46
2,MBA,桂林电子科技大学,MBA教育中心,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩（百分制）=初试成绩÷3*40％+复试总成绩*60％,141-150,14,17,82.35,MBA大师,2025-06-23 09:57:46
2,MBA,桂林电子科技大学,MBA教育中心,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩（百分制）=初试成绩÷3*40％+复试总成绩*60％,151-159,14,9,155.56,MBA大师,2025-06-23 09:57:46
2,MBA,桂林电子科技大学,MBA教育中心,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩（百分制）=初试成绩÷3*40％+复试总成绩*60％,160-169,5,5,100.0,MBA大师,2025-06-23 09:57:46
2,MBA,桂林电子科技大学,MBA教育中心,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩（百分制）=初试成绩÷3*40％+复试总成绩*60％,170-179,3,4,75.0,MBA大师,2025-06-23 09:57:46
2,MBA,桂林电子科技大学,MBA教育中心,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩（百分制）=初试成绩÷3*40％+复试总成绩*60％,180-189,7,7,100.0,MBA大师,2025-06-23 09:57:46
3,MBA,桂林理工大学,商学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,全日制,2025,MBA(全),录取成绩＝初试成绩（百分制）×50%＋复试成绩（百分制）×50%,141-150,32,30,106.67,MBA大师,2025-12-24 17:52:12
3,MBA,桂林理工大学,商学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,全日制,2025,MBA(全),录取成绩＝初试成绩（百分制）×50%＋复试成绩（百分制）×50%,151-159,24,51,47.06,MBA大师,2025-12-24 17:52:12
3,MBA,桂林理工大学,商学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,全日制,2025,MBA(全),录取成绩＝初试成绩（百分制）×50%＋复试成绩（百分制）×50%,160-169,19,42,45.24,MBA大师,2025-12-24 17:52:12
3,MBA,桂林理工大学,商学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,全日制,2025,MBA(全),录取成绩＝初试成绩（百分制）×50%＋复试成绩（百分制）×50%,170-179,16,21,76.19,MBA大师,2025-12-24 17:52:12
3,MBA,桂林理工大学,商学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,全日制,2025,MBA(全),录取成绩＝初试成绩（百分制）×50%＋复试成绩（百分制）×50%,180-189,4,4,100.0,MBA大师,2025-12-24 17:52:12
3,MBA,桂林理工大学,商学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,全日制,2025,MBA(全),录取成绩＝初试成绩（百分制）×50%＋复试成绩（百分制）×50%,190-199,8,9,88.89,MBA大师,2025-12-24 17:52:12
3,MBA,桂林理工大学,商学院,(00)不区分研究方向,不区分研究方向,(00)不区分研究方向,全日制,2025,MBA(全),录取成绩＝初试成绩（百分制）×50%＋复试成绩（百分制）×50%,200-209,2,1,200.0,MBA大师,2025-12-24 17:52:12
3,MBA,桂林理工大学,商学院,企业战略与人力资源,企业战略与人力资源,nan,非全日制,2025,MBA(非全),录取成绩＝初试成绩（百分制）×50%＋复试成绩（百分制）×50%,0-140,3,0,0.0,MBA大师,2025-06-23 09:57:45
3,MBA,桂林理工大学,商学院,企业战略与人力资源,企业战略与人力资源,nan,非全日制,2025,MBA(非全),录取成绩＝初试成绩（百分制）×50%＋复试成绩（百分制）×50%,0–150,0,9,0.0,MBA大师,2026-03-08 11:23:33
3,MBA,桂林理工大学,商学院,企业战略与人力资源,企业战略与人力资源,nan,非全日制,2025,MBA(非全),录取成绩＝初试成绩（百分制）×50%＋复试成绩（百分制）×50%,151–159,0,7,0.0,MBA大师,2026-03-08 11:23:33
3,MBA,桂林理工大学,商学院,企业战略与人力资源,企业战略与人力资源,nan,非全日制,2025,MBA(非全),录取成绩＝初试成绩（百分制）×50%＋复试成绩（百分制）×50%,160–169,0,4,0.0,MBA大师,2026-03-08 11:23:33
3,MBA,桂林理工大学,商学院,企业战略与人力资源,企业战略与人力资源,nan,非全日制,2025,MBA(非全),录取成绩＝初试成绩（百分制）×50%＋复试成绩（百分制）×50%,170–179,0,5,0.0,MBA大师,2026-03-08 11:23:33
3,MBA,桂林理工大学,商学院,企业战略与人力资源,企业战略与人力资源,nan,非全日制,2025,MBA(非全),录取成绩＝初试成绩（百分制）×50%＋复试成绩（百分制）×50%,180–189,0,2,0.0,MBA大师,2026-03-08 11:23:33
3,MBA,桂林理工大学,商学院,企业战略与人力资源,企业战略与人力资源,nan,非全日制,2025,MBA(非全),录取成绩＝初试成绩（百分制）×50%＋复试成绩（百分制）×50%,190–199,0,3,0.0,MBA大师,2026-03-08 11:23:33
3,MBA,桂林理工大学,商学院,企业战略与人力资源,企业战略与人力资源,nan,非全日制,2025,MBA(非全),录取成绩＝初试成绩（百分制）×50%＋复试成绩（百分制）×50%,200–209,0,1,0.0,MBA大师,2026-03-08 11:23:33
3,MBA,桂林理工大学,商学院,企业战略与人力资源,企业战略与人力资源,nan,非全日制,2025,MBA(非全),录取成绩＝初试成绩（百分制）×50%＋复试成绩（百分制）×50%,220–229,0,1,0.0,MBA大师,2026-03-08 11:23:33
4,MBA,广西师范大学,经济管理学院,专精特新班,专精特新班,nan,非全日制,2025,MBA(非全),综合成绩（保留小数点后两位）＝（初试成绩÷初试满分值）×100×50％＋复试成绩×50％,0-140,2,0,0.0,MBA大师,2026-03-08 11:23:33
4,MBA,广西师范大学,经济管理学院,专精特新班,专精特新班,nan,非全日制,2025,MBA(非全),综合成绩（保留小数点后两位）＝（初试成绩÷初试满分值）×100×50％＋复试成绩×50％,141-150,35,5,0.0,MBA大师,2026-03-08 11:23:33
4,MBA,广西师范大学,经济管理学院,专精特新班,专精特新班,nan,非全日制,2025,MBA(非全),综合成绩（保留小数点后两位）＝（初试成绩÷初试满分值）×100×50％＋复试成绩×50％,151-159,12,10,0.0,MBA大师,2026-03-08 11:23:33
4,MBA,广西师范大学,经济管理学院,专精特新班,专精特新班,nan,非全日制,2025,MBA(非全),综合成绩（保留小数点后两位）＝（初试成绩÷初试满分值）×100×50％＋复试成绩×50％,160-169,6,4,0.0,MBA大师,2026-03-08 11:23:33
4,MBA,广西师范大学,经济管理学院,专精特新班,专精特新班,nan,非全日制,2025,MBA(非全),综合成绩（保留小数点后两位）＝（初试成绩÷初试满分值）×100×50％＋复试成绩×50％,170-179,1,1,0.0,MBA大师,2026-03-08 11:23:33
4,MBA,广西师范大学,经济管理学院,专精特新班,专精特新班,nan,非全日制,2025,MBA(非全),综合成绩（保留小数点后两位）＝（初试成绩÷初试满分值）×100×50％＋复试成绩×50％,180-189,3,3,0.0,MBA大师,2026-03-08 11:23:33
4,MBA,广西师范大学,经济管理学院,专精特新班,专精特新班,nan,非全日制,2025,MBA(非全),综合成绩（保留小数点后两位）＝（初试成绩÷初试满分值）×100×50％＋复试成绩×50％,190-199,1,1,0.0,MBA大师,2026-03-08 11:23:33
4,MBA,广西师范大学,经济管理学院,专精特新班,专精特新班,nan,非全日制,2025,MBA(非全),综合成绩（保留小数点后两位）＝（初试成绩÷初试满分值）×100×50％＋复试成绩×50％,200-209,1,0,0.0,MBA大师,2026-03-08 11:23:33
4,MBA,广西师范大学,经济管理学院,MBA,MBA,nan,全日制,2025,MBA(全),综合成绩（保留小数点后两位）＝（初试成绩÷初试满分值）×100×50％＋复试成绩×50％,141-150,11,15,0.0,MBA大师,2026-03-08 11:23:33
4,MBA,广西师范大学,经济管理学院,MBA,MBA,nan,全日制,2025,MBA(全),综合成绩（保留小数点后两位）＝（初试成绩÷初试满分值）×100×50％＋复试成绩×50％,151-159,11,12,0.0,MBA大师,2026-03-08 11:23:33
4,MBA,广西师范大学,经济管理学院,MBA,MBA,nan,全日制,2025,MBA(全),综合成绩（保留小数点后两位）＝（初试成绩÷初试满分值）×100×50％＋复试成绩×50％,160-169,18,18,0.0,MBA大师,2026-03-08 11:23:33
4,MBA,广西师范大学,经济管理学院,MBA,MBA,nan,全日制,2025,MBA(全),综合成绩（保留小数点后两位）＝（初试成绩÷初试满分值）×100×50％＋复试成绩×50％,170-179,5,5,0.0,MBA大师,2026-03-08 11:23:33
4,MBA,广西师范大学,经济管理学院,MBA,MBA,nan,全日制,2025,MBA(全),综合成绩（保留小数点后两位）＝（初试成绩÷初试满分值）×100×50％＋复试成绩×50％,180-189,2,1,0.0,MBA大师,2026-03-08 11:23:33
4,MBA,广西师范大学,经济管理学院,MBA,MBA,nan,全日制,2025,MBA(全),综合成绩（保留小数点后两位）＝（初试成绩÷初试满分值）×100×50％＋复试成绩×50％,190-199,1,1,0.0,MBA大师,2026-03-08 11:23:33
4,MBA,广西师范大学,经济管理学院,MBA,MBA,nan,全日制,2025,MBA(全),综合成绩（保留小数点后两位）＝（初试成绩÷初试满分值）×100×50％＋复试成绩×50％,210-219,4,4,0.0,MBA大师,2026-03-08 11:23:33
14,MBA,广西民族大学,管理学院,MBA,MBA,nan,全日制,2025,MBA(全),总成绩=初试成绩标准分×50%+复试成绩×50%。初试成绩标准分=（初试总分+加分值）÷3。,0-140,0,22,0.0,MBA大师,2026-03-08 11:23:33
14,MBA,广西民族大学,管理学院,MBA,MBA,nan,全日制,2025,MBA(全),总成绩=初试成绩标准分×50%+复试成绩×50%。初试成绩标准分=（初试总分+加分值）÷3。,141-150,0,26,0.0,MBA大师,2026-03-08 11:23:33
14,MBA,广西民族大学,管理学院,MBA,MBA,nan,全日制,2025,MBA(全),总成绩=初试成绩标准分×50%+复试成绩×50%。初试成绩标准分=（初试总分+加分值）÷3。,151-159,72,84,0.0,MBA大师,2026-03-08 11:23:33
14,MBA,广西民族大学,管理学院,MBA,MBA,nan,全日制,2025,MBA(全),总成绩=初试成绩标准分×50%+复试成绩×50%。初试成绩标准分=（初试总分+加分值）÷3。,160-169,38,44,0.0,MBA大师,2026-03-08 11:23:33
14,MBA,广西民族大学,管理学院,MBA,MBA,nan,全日制,2025,MBA(全),总成绩=初试成绩标准分×50%+复试成绩×50%。初试成绩标准分=（初试总分+加分值）÷3。,170-179,24,26,0.0,MBA大师,2026-03-08 11:23:33
14,MBA,广西民族大学,管理学院,MBA,MBA,nan,全日制,2025,MBA(全),总成绩=初试成绩标准分×50%+复试成绩×50%。初试成绩标准分=（初试总分+加分值）÷3。,180-189,17,14,0.0,MBA大师,2026-03-08 11:23:33
14,MBA,广西民族大学,管理学院,MBA,MBA,nan,全日制,2025,MBA(全),总成绩=初试成绩标准分×50%+复试成绩×50%。初试成绩标准分=（初试总分+加分值）÷3。,190-199,22,6,0.0,MBA大师,2026-03-08 11:23:33
14,MBA,广西民族大学,管理学院,MBA,MBA,nan,全日制,2025,MBA(全),总成绩=初试成绩标准分×50%+复试成绩×50%。初试成绩标准分=（初试总分+加分值）÷3。,200-209,11,2,0.0,MBA大师,2026-03-08 11:23:33
14,MBA,广西民族大学,管理学院,MBA,MBA,nan,全日制,2025,MBA(全),总成绩=初试成绩标准分×50%+复试成绩×50%。初试成绩标准分=（初试总分+加分值）÷3。,210-219,3,3,0.0,MBA大师,2026-03-08 11:23:33
344,MBA,海南大学,国际商学院,MBA,MBA,nan,全日制,2025,MBA(全),综合总成绩=初试总成绩×60%+复试总成绩×40%（保留小数点后两位）。,180-189,2,2,100.0,MBA大师,2025-07-01 11:41:11
344,MBA,海南大学,国际商学院,MBA,MBA,nan,全日制,2025,MBA(全),综合总成绩=初试总成绩×60%+复试总成绩×40%（保留小数点后两位）。,190-199,4,6,66.67,MBA大师,2025-07-01 11:41:11
344,MBA,海南大学,国际商学院,MBA,MBA,nan,全日制,2025,MBA(全),综合总成绩=初试总成绩×60%+复试总成绩×40%（保留小数点后两位）。,200-209,4,5,80.0,MBA大师,2025-07-01 11:41:11
344,MBA,海南大学,国际商学院,MBA,MBA,nan,全日制,2025,MBA(全),综合总成绩=初试总成绩×60%+复试总成绩×40%（保留小数点后两位）。,210-219,5,6,83.33,MBA大师,2025-07-01 11:41:11
344,MBA,海南大学,国际商学院,MBA,MBA,nan,全日制,2025,MBA(全),综合总成绩=初试总成绩×60%+复试总成绩×40%（保留小数点后两位）。,220-229,4,4,100.0,MBA大师,2025-07-01 11:41:11
344,MBA,海南大学,国际商学院,MBA,MBA,nan,非全日制,2025,MBA(非全),综合总成绩=初试总成绩×60%+复试总成绩×40%（保留小数点后两位）。,0-140,1,1,100.0,MBA大师,2025-07-01 11:42:21
344,MBA,海南大学,国际商学院,MBA,MBA,nan,非全日制,2025,MBA(非全),综合总成绩=初试总成绩×60%+复试总成绩×40%（保留小数点后两位）。,151-159,1,37,2.7,MBA大师,2025-07-01 11:42:21
344,MBA,海南大学,国际商学院,MBA,MBA,nan,非全日制,2025,MBA(非全),综合总成绩=初试总成绩×60%+复试总成绩×40%（保留小数点后两位）。,160-169,53,71,74.65,MBA大师,2025-07-01 11:42:21
344,MBA,海南大学,国际商学院,MBA,MBA,nan,非全日制,2025,MBA(非全),综合总成绩=初试总成绩×60%+复试总成绩×40%（保留小数点后两位）。,170-179,54,62,87.1,MBA大师,2025-07-01 11:42:21
344,MBA,海南大学,国际商学院,MBA,MBA,nan,非全日制,2025,MBA(非全),综合总成绩=初试总成绩×60%+复试总成绩×40%（保留小数点后两位）。,180-189,40,42,95.24,MBA大师,2025-07-01 11:42:21
344,MBA,海南大学,国际商学院,MBA,MBA,nan,非全日制,2025,MBA(非全),综合总成绩=初试总成绩×60%+复试总成绩×40%（保留小数点后两位）。,190-199,21,21,100.0,MBA大师,2025-07-01 11:42:21
344,MBA,海南大学,国际商学院,MBA,MBA,nan,非全日制,2025,MBA(非全),综合总成绩=初试总成绩×60%+复试总成绩×40%（保留小数点后两位）。,200-209,9,9,100.0,MBA大师,2025-07-01 11:42:21
344,MBA,海南大学,国际商学院,MBA,MBA,nan,非全日制,2025,MBA(非全),综合总成绩=初试总成绩×60%+复试总成绩×40%（保留小数点后两位）。,210-219,3,3,100.0,MBA大师,2025-07-01 11:42:21
344,MBA,海南大学,国际商学院,MBA,MBA,nan,非全日制,2025,MBA(非全),综合总成绩=初试总成绩×60%+复试总成绩×40%（保留小数点后两位）。,220-229,3,3,100.0,MBA大师,2025-07-01 11:42:21
344,MBA,海南大学,国际商学院,MBA,MBA,nan,非全日制,2025,MBA(非全),综合总成绩=初试总成绩×60%+复试总成绩×40%（保留小数点后两位）。,230-239,1,2,50.0,MBA大师,2025-07-01 11:42:21
1851,MBA,海南师范大学,经济与管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=（初试总成绩÷3）×60%＋复试总成绩×40%,141-150,1,2,50.0,MBA大师,2025-06-23 09:57:46
1851,MBA,海南师范大学,经济与管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=（初试总成绩÷3）×60%＋复试总成绩×40%,151-159,1,2,50.0,MBA大师,2025-06-23 09:57:46
1851,MBA,海南师范大学,经济与管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=（初试总成绩÷3）×60%＋复试总成绩×40%,160-169,1,2,50.0,MBA大师,2025-06-23 09:57:46
1851,MBA,海南师范大学,经济与管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=（初试总成绩÷3）×60%＋复试总成绩×40%,180-189,0,1,0.0,MBA大师,2025-06-23 09:57:46
1851,MBA,海南师范大学,经济与管理学院,MBA,MBA,nan,全日制,2025,MBA(全),总成绩=（初试总成绩÷3）×60%＋复试总成绩×40%,141-150,2,2,100.0,MBA大师,2025-06-23 09:57:46
1851,MBA,海南师范大学,经济与管理学院,MBA,MBA,nan,全日制,2025,MBA(全),总成绩=（初试总成绩÷3）×60%＋复试总成绩×40%,151-159,2,2,100.0,MBA大师,2025-06-23 09:57:46
1851,MBA,海南师范大学,经济与管理学院,MBA,MBA,nan,全日制,2025,MBA(全),总成绩=（初试总成绩÷3）×60%＋复试总成绩×40%,160-169,2,2,100.0,MBA大师,2025-06-23 09:57:46
1851,MBA,海南师范大学,经济与管理学院,MBA,MBA,nan,全日制,2025,MBA(全),总成绩=（初试总成绩÷3）×60%＋复试总成绩×40%,180-189,1,1,100.0,MBA大师,2025-06-23 09:57:46
834,MBA,重庆大学,经济与工商管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=初试总成绩÷3×70%＋复试成绩×30% 。,151-159,92,0,0.0,MBA大师,2026-03-08 11:23:33
834,MBA,重庆大学,经济与工商管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=初试总成绩÷3×70%＋复试成绩×30% 。,160-169,115,0,0.0,MBA大师,2026-03-08 11:23:33
834,MBA,重庆大学,经济与工商管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=初试总成绩÷3×70%＋复试成绩×30% 。,170-179,89,0,0.0,MBA大师,2026-03-08 11:23:33
834,MBA,重庆大学,经济与工商管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=初试总成绩÷3×70%＋复试成绩×30% 。,180-189,58,0,0.0,MBA大师,2026-03-08 11:23:33
834,MBA,重庆大学,经济与工商管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=初试总成绩÷3×70%＋复试成绩×30% 。,190-199,50,0,0.0,MBA大师,2026-03-08 11:23:33
834,MBA,重庆大学,经济与工商管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=初试总成绩÷3×70%＋复试成绩×30% 。,200-209,24,0,0.0,MBA大师,2026-03-08 11:23:33
834,MBA,重庆大学,经济与工商管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=初试总成绩÷3×70%＋复试成绩×30% 。,210-219,21,0,0.0,MBA大师,2026-03-08 11:23:33
834,MBA,重庆大学,经济与工商管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=初试总成绩÷3×70%＋复试成绩×30% 。,220-229,7,0,0.0,MBA大师,2026-03-08 11:23:33
834,MBA,重庆大学,经济与工商管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩=初试总成绩÷3×70%＋复试成绩×30% 。,230-239,5,0,0.0,MBA大师,2026-03-08 11:23:33
1852,MBA,重庆邮电大学,经济管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩＝（初试成绩÷初试满分成绩）*50+（复试成绩÷复试满分成绩）*50。,151-159,16,15,106.67,MBA大师,2025-06-23 09:57:38
1852,MBA,重庆邮电大学,经济管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩＝（初试成绩÷初试满分成绩）*50+（复试成绩÷复试满分成绩）*50。,160-169,9,9,100.0,MBA大师,2025-06-23 09:57:41
1852,MBA,重庆邮电大学,经济管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩＝（初试成绩÷初试满分成绩）*50+（复试成绩÷复试满分成绩）*50。,170-179,21,12,175.0,MBA大师,2025-06-23 09:57:41
1852,MBA,重庆邮电大学,经济管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩＝（初试成绩÷初试满分成绩）*50+（复试成绩÷复试满分成绩）*50。,180-189,12,6,200.0,MBA大师,2025-06-23 09:57:42
1852,MBA,重庆邮电大学,经济管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩＝（初试成绩÷初试满分成绩）*50+（复试成绩÷复试满分成绩）*50。,190-199,10,5,200.0,MBA大师,2025-06-23 09:57:42
1852,MBA,重庆邮电大学,经济管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩＝（初试成绩÷初试满分成绩）*50+（复试成绩÷复试满分成绩）*50。,200-209,2,1,200.0,MBA大师,2025-06-23 09:57:43
1852,MBA,重庆邮电大学,经济管理学院,MBA,MBA,nan,非全日制,2025,MBA(非全),总成绩＝（初试成绩÷初试满分成绩）*50+（复试成绩÷复试满分成绩）*50。,210-219,0,1,0.0,MBA大师,2025-06-23 09:57:44
836,MBA,重庆交通大学,经济与管理学院,(01)企业数字化创新与战略管理,企业数字化创新与战略管理,nan,非全日制,2025,MBA(非全),,151-159,29,0,0.0,MBA大师,2025-06-23 09:57:38
836,MBA,重庆交通大学,经济与管理学院,(01)企业数字化创新与战略管理,企业数字化创新与战略管理,nan,非全日制,2025,MBA(非全),,160-169,24,0,0.0,MBA大师,2025-06-23 09:57:39
836,MBA,重庆交通大学,经济与管理学院,(01)企业数字化创新与战略管理,企业数字化创新与战略管理,nan,非全日制,2025,MBA(非全),,170-179,18,0,0.0,MBA大师,2025-06-23 09:57:41
836,MBA,重庆交通大学,经济与管理学院,(01)企业数字化创新与战略管理,企业数字化创新与战略管理,nan,非全日制,2025,MBA(非全),,180-189,10,0,0.0,MBA大师,2025-06-23 09:57:41
