学校,学院,专业类型,招生人数,学费,城市,性质,项目ID,详情页,大学ID,大学名称,学院专业列表,学院招生年份
重庆大学,经济与工商管理学院,MBA,非全日制:449人,2.7万-23.7万,重庆,"985,211,双一流",834,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=834,382,重庆大学,MPAcc、MBA、EMBA,2026
重庆邮电大学,经济管理学院,MBA,非全日制:47人,3.0万-8.1万,重庆,,1852,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1852,383,重庆邮电大学,MBA、MEM、MPAcc,2026
重庆交通大学,经济与管理学院,MBA,非全日制:87人,3.0万-7.8万,重庆,,836,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=836,384,重庆交通大学,MEM、MBA,2026
西南大学,经济管理学院,MBA,非全日制:350人,2.7万-12.6万,重庆市北碚区,"211,双一流",835,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=835,385,西南大学,MTA、MPAcc、MBA,2026
重庆师范大学,经济与管理学院,MBA,"全日制:30人,非全日制:49人",2.7万-7.2万,重庆,,837,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=837,386,重庆师范大学,MBA,2026
重庆理工大学,MBA教育中心,MBA,"全日制:38人,非全日制:123人",3.9万-8.7万,重庆,,839,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=839,387,重庆理工大学,MBA,2026
重庆工商大学,工商管理学院,MBA,"全日制:130人,非全日制:40人",3.3万-10.5万,重庆,,838,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=838,388,重庆工商大学,MTA、MBA、MPA,2026
西南政法大学,商学院,MBA,非全日制:37人,3.9万-7.8万,重庆,,858,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=858,393,西南政法大学,MAud、MBA、MPAcc,2026
贵州大学,管理学院,MBA,非全日制:300人,5.4万-14.8万,贵州省贵阳市,"211,双一流",41,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=41,418,贵州大学,MBA、EMBA,2026
贵州师范大学,经济与管理学院,MBA,非全日制:51人,3.3万-6.0万,贵州省贵阳市,,1854,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1854,419,贵州师范大学,MBA,2026
贵州财经大学,工商管理学院,MBA,"全日制:14人,非全日制:41人",2.4万-6.0万,贵州省贵阳市,,43,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=43,420,贵州财经大学,MBA、MEM,2026
贵州民族大学,政治与经济管理学院,MBA,全日制:48人,2.4万-3.9万,贵州省贵阳市,,1853,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1853,421,贵州民族大学,MPA、MBA,2026
云南大学,工商管理与旅游管理学院,MBA,非全日制:344人,2.7万-18.9万,云南省昆明市,"211,双一流",96800,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=96800,423,云南大学,MBA、MTA、MPAcc、MEM、EMBA,2026
昆明理工大学,管理与经济学院,MBA,非全日制:302人,3.6万-12.0万,云南省昆明市,,1855,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1855,424,昆明理工大学,MBA、MEM、MPAcc,2026
云南师范大学,泛亚商学院,MBA,"全日制:18人,非全日制:309人",2.4万-9.6万,云南昆明,,429,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=429,425,云南师范大学,MBA,2025
云南师范大学,管理学院,MBA,"全日制:10人,非全日制:300人",2.4万-9.6万,云南省昆明市,,435,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=435,425,云南师范大学,MAud、MTA、MPAcc、MPA、MBA,2026
云南财经大学,商学院,MBA,"全日制:38人,非全日制:155人",3.6万-16.8万,云南省昆明市,,431,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=431,426,云南财经大学,MBA,2026
云南民族大学,经济与管理学院（会计学院）,MBA,非全日制:30人,3.6万-6.9万,云南省昆明市,,98600,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=98600,427,云南民族大学,MPAcc、MBA,2026
兰州大学,管理学院,MBA,"全日制:179人,非全日制:246人",6.0万-29.8万,甘肃省兰州市,"985,211,双一流",478,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=478,460,兰州大学,EMBA、MPAcc、MPA、MBA,2026
兰州理工大学,MBA教育中心,MBA,非全日制:240人,2.4万-11.7万,甘肃省兰州市,,480,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=480,461,兰州理工大学,MBA、MPAcc,2026
兰州交通大学,经济管理学院,MBA,非全日制:220人,2.4万-75.0万,甘肃省兰州市,,488,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=488,462,兰州交通大学,MBA、MPAcc,2026
甘肃农业大学,管理学院,MBA,非全日制:123人,4.5万-10.5万,甘肃省兰州市,,483,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=483,463,甘肃农业大学,MBA,2026
西北师范大学,商学院,MBA,"全日制:28人,非全日制:89人",2.4万-9.6万,甘肃兰州,,482,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=482,464,西北师范大学,MBA、MPAcc,2025
西北师范大学,管理学院,MBA,"全日制:28人,非全日制:86人",2.4万-9.6万,甘肃省兰州市,,484,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=484,464,西北师范大学,MPA、MPAcc、MBA,2026
兰州财经大学,工商管理学院,MBA,非全日制:104人,2.4万-9.0万,甘肃省兰州市,,106300,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=106300,465,兰州财经大学,MTA、MBA,2026
甘肃政法大学,商学院,MBA,非全日制:10人,2.4万-6.0万,甘肃省兰州市,,486,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=486,466,甘肃政法大学,MBA、MPAcc,2026
青海民族大学,经济与管理学院,MBA,非全日制:74人,2.4万,青海省西宁市,,471,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=471,468,青海民族大学,MPAcc、MBA,2026
宁夏大学,经济管理学院,MBA,非全日制:129人,2.4万-5.4万,宁夏回族自治区银川市,"211,双一流",938,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=938,470,宁夏大学,MBA、MPAcc,2026
北方民族大学,商学院,MBA,非全日制:5人,2.4万-4.8万,宁夏回族自治区银川市,,941,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=941,471,北方民族大学,MPAcc、MBA,2026
新疆大学,经济与管理学院,MBA,"全日制:81人,非全日制:201人",2.1万-6.3万,新疆维吾尔自治区乌鲁木齐市,"211,双一流",943,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=943,473,新疆大学,MPAcc、MBA,2026
石河子大学,经济与管理学院,MBA,非全日制:54人,2.1万-6.3万,新疆维吾尔自治区石河子市,"211,双一流",944,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=944,474,石河子大学,MPAcc、MAud、MTA、MPA、MBA,2026
新疆财经大学,工商管理学院（MBA学院）,MBA,"全日制:130人,非全日制:86人",1.4万-6.3万,"新疆维吾尔自治区乌鲁木齐市,新疆乌鲁木齐市",,945,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=945,475,新疆财经大学,MBA,2026
内蒙古大学,经济管理学院,MBA,非全日制:136人,2.4万-7.5万,内蒙古自治区呼和浩特市,"211,双一流",923,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=923,91,内蒙古大学,MPAcc、MBA,2026
内蒙古工业大学,MBA教育中心,MBA,非全日制:210人,2.4万-6.0万,内蒙古自治区呼和浩特市,,924,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=924,92,内蒙古工业大学,MEM、MBA,2026
内蒙古财经大学,不区分院系所,MBA,非全日制:106人,3.6万-6.0万,内蒙古自治区呼和浩特市,,925,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=925,93,内蒙古财经大学,MPA、MAud、MTA、MPAcc、MBA,2026
内蒙古师范大学,经济管理学院,MBA,非全日制:15人,1.8万-6.0万,内蒙古自治区呼和浩特市,,157405,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157405,97,内蒙古师范大学,MBA,2026
中央民族大学,管理学院,MPA,非全日制:40人,5.0万-13.8万,北京市,"985,211,双一流",139,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=139,30,中央民族大学,MBA、MTA、MPAcc、MPA,2026
北京大学,政府管理学院,MPA,"全日制:20人,非全日制:200人",5.9万-82.8万,北京市,"985,211,双一流",165,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=165,6,北京大学,MPA,2026
北京大学,国际关系学院,MPA,非全日制:45人,5.9万-82.8万,北京市,"985,211,双一流",961,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=961,6,北京大学,MPA,2026
北京大学,习近平新时代中国特色社会主义思想研究院,MPA,非全日制:27人,5.9万-82.8万,北京市,"985,211,双一流",8000,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=8000,6,北京大学,MPA,2026
中国人民大学,公共管理学院,MPA,"非全日制:290人,全日制:20人",3.6万-53.0万,北京市,"985,211,双一流",166,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=166,7,中国人民大学,MPA,2026
清华大学,公共管理学院,MPA,"非全日制:164人,全日制:40人",3.0万-89.0万,北京市,"985,211,双一流",953,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=953,8,清华大学,MPA,2026
北京工业大学,经济与管理学院,MPA,非全日制:50人,1.6万-11.6万,北京市,"211,双一流",142,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=142,10,北京工业大学,MPA、MPAcc、MBA,2026
北京工业大学,社会学院,MPA,非全日制:31人,1.6万-11.6万,北京市,"211,双一流",173,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=173,10,北京工业大学,MPA,2026
北京航空航天大学,人文社会科学学院,MPA,非全日制:297人,2.4万-29.8万,北京市,"985,211,双一流",169,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=169,11,北京航空航天大学,MPA,2026
北京理工大学,国际组织创新学院,MPA,非全日制:20人,11.6万-30.0万,北京市,"985,211,双一流",157411,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157411,12,北京理工大学,MPA,2026
北京科技大学,文法学院,MPA,"全日制:12人,非全日制:91人",2.0万-30.0万,北京市,"211,双一流",172,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=172,13,北京科技大学,MPA,2026
北京化工大学,文法学院,MPA,"全日制:32人,非全日制:2人",3.0万-7.8万,北京市,"211,双一流",174,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=174,15,北京化工大学,MPA,2026
北京邮电大学,经济管理学院,MPA,非全日制:40人,5.6万-13.8万,北京市,"211,双一流",144,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=144,17,北京邮电大学,MPA、MPAcc、MEM、MBA,2026
中国农业大学,人文与发展学院,MPA,非全日制:203人,3.6万-12.8万,北京市,"985,211,双一流",168,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=168,19,中国农业大学,MPA,2026
北京林业大学,马克思主义学院,MPA,非全日制:60人,2.6万-9.0万,北京市,"211,双一流",175,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=175,20,北京林业大学,MPA,2026
北京师范大学,政府管理学院,MPA,"非全日制:165人,全日制:20人",5.0万-27.5万,"北京市,珠海","985,211,双一流",167,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=167,21,北京师范大学,MPA,2026
中国传媒大学,政府与公共事务学院,MPA,"全日制:40人,非全日制:40人",5.8万-21.8万,北京市,"211,双一流",177,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=177,24,中国传媒大学,MPA,2026
中央财经大学,政府管理学院,MPA,"非全日制:65人,全日制:20人",4.0万-25.8万,北京市,"211,双一流",171,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=171,25,中央财经大学,MPA,2026
对外经济贸易大学,政府管理学院,MPA,"全日制:8人,非全日制:100人",4.0万-36.0万,北京市,"211,双一流",176,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=176,26,对外经济贸易大学,MPA,2026
北京物资学院,商学院,MPA,全日制:15人,2.4万-8.0万,北京市,,163,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=163,27,北京物资学院,MBA、MPA,2026
首都经济贸易大学,城市经济与公共管理学院,MPA,"全日制:23人,非全日制:40人",3.9万-12.8万,北京市,,184,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=184,28,首都经济贸易大学,MPA,2026
中国政法大学,政治与公共管理学院,MPA,非全日制:100人,5.5万-19.8万,北京市,"211,双一流",170,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=170,31,中国政法大学,MPA,2026
华北电力大学,人文与社会科学学院,MPA,"全日制:23人,非全日制:30人",2.4万-12.0万,北京市,"211,双一流",178,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=178,32,华北电力大学,MPA,2026
中国矿业大学(北京),MPA中心(文法学院),MPA,非全日制:140人,2.4万-10.8万,北京市,"211,双一流",179,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=179,34,中国矿业大学(北京),MPA,2026
中国地质大学(北京),经济管理学院,MPA,非全日制:23人,2.4万-11.7万,北京,"211,双一流",153,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=153,36,中国地质大学(北京),MBA、MPA、MPAcc,2025
中国科学院大学,公共政策与管理学院,MPA,非全日制:70人,2.4万-19.8万,北京市,双一流,180,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=180,37,中国科学院大学,MPA,2026
中国社会科学院大学,政府管理学院,MPA,非全日制:120人,4.5万-15.0万,北京市,,186,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=186,38,中国社会科学院大学,MPA,2026
北京电子科技学院,不区分院系所,MPA,非全日制:38人,4.5万,北京市,,1917,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1917,42,北京电子科技学院,MPA,2026
首都师范大学,管理学院,MPA,非全日制:50人,2.5万-5.4万,北京市,,181,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=181,43,首都师范大学,MPA,2026
中国人民公安大学,不区分院系所,MPA,全日制:60人,4.5万,北京市,,183,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=183,44,中国人民公安大学,MPA,2026
北京城市学院,MPA教育发展中心,MPA,非全日制:20人,4.0万,北京市,,185,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=185,45,北京城市学院,MPA,2026
中国劳动关系学院,公共管理学院,MPA,非全日制:120人,3.0万-9.0万,北京市海淀区,,182,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=182,46,中国劳动关系学院,MPA,2026
中共北京市委党校,公共管理教研部,MPA,非全日制:20人,4.8万,北京市,,1863,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1863,47,中共北京市委党校,MPA,2026
北京中医药大学,管理学院,MPA,非全日制:15人,3.0万-7.5万,北京市,"211,双一流",157412,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157412,482,北京中医药大学,MPA,2026
天津大学,管理与经济学部,MPA,非全日制:110人,8.0万-31.8万,天津市,"985,211,双一流",771,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=771,56,天津大学,MPA、MEM、MPAcc、MBA、EMBA,2026
南开大学,周恩来政府管理学院,MPA,非全日制:214人,3.0万-32.8万,天津市,"985,211,双一流",780,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=780,55,南开大学,MPA,2026
天津科技大学,经济与管理学院,MPA,非全日制:10人,3.2万-7.2万,天津市,,777,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=777,57,天津科技大学,MBA、MEM、MPAcc、MPA,2026
中国民航大学,经济与管理学院,MPA,非全日制:10人,3.0万-7.2万,天津市,,775,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=775,59,中国民航大学,MBA、MPAcc、MPA,2026
天津师范大学,政治与行政学院,MPA,非全日制:83人,3.6万-6.5万,天津市,,782,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=782,61,天津师范大学,MPA,2026
天津商业大学,公共管理学院,MPA,非全日制:43人,2.5万-6.5万,天津市,,784,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=784,62,天津商业大学,MPA,2026
天津财经大学,财税与公共管理学院,MPA,非全日制:124人,2.0万-11.8万,天津市,,1933,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1933,63,天津财经大学,MPA,2026
天津城建大学,经济与管理学院,MPA,非全日制:18人,3.0万,天津市,,792,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=792,64,天津城建大学,MPA,2026
同济大学,经济与管理学院,MPA,非全日制:137人,16.8万-63.8万,上海市,"985,211,双一流",575,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=575,156,同济大学,MPAcc、MBA、MPA、MEM、EMBA,2026
复旦大学,国际关系与公共事务学院,MPA,非全日制:400人,4.5万-83.9万,上海市,"985,211,双一流",591,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=591,155,复旦大学,MPA,2026
上海交通大学,国际与公共事务学院,MPA,非全日制:270人,6.0万-82.8万,上海市,"985,211,双一流",590,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=590,157,上海交通大学,MPA,2026
华东理工大学,社会与公共管理学院,MPA,"全日制:22人,非全日制:130人",7.5万-48.8万,上海市,"211,双一流",593,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=593,158,华东理工大学,MPA,2026
上海理工大学,管理学院专业学位教育中心,MPA,非全日制:52人,10.8万-22.8万,上海市,,605,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=605,159,上海理工大学,MPA、MEM、MPAcc、MBA,2026
东华大学,人文学院,MPA,非全日制:50人,10.8万-29.8万,上海市,"211,双一流",594,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=594,161,东华大学,MPA,2026
华东师范大学,教育管理学系,MPA,非全日制:145人,7.6万-33.8万,上海市,"985,211,双一流",33700,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=33700,162,华东师范大学,MPA,2026
华东师范大学,公共管理学院,MPA,非全日制:230人,7.6万-33.8万,上海市,"985,211,双一流",157403,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157403,162,华东师范大学,MPA,2026
上海师范大学,哲学与法政学院,MPA,非全日制:90人,5.0万-16.0万,"上海市,浙江省温州市",,597,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=597,163,上海师范大学,MPA,2026
上海师范大学,退役军人学院,MPA,非全日制:10人,5.0万-16.0万,上海市,,1920,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1920,163,上海师范大学,MPA、MBA,2026
上海外国语大学,国际关系与公共事务学院,MPA,非全日制:80人,9.8万-35.0万,上海市,"211,双一流",1874,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1874,164,上海外国语大学,MPA,2026
上海财经大学,公共经济与管理学院,MPA,非全日制:145人,10.0万-53.8万,上海市,"211,双一流",595,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=595,165,上海财经大学,MPA,2026
上海对外经贸大学,MPA教育中心,MPA,非全日制:28人,7.8万-20.8万,上海市,,1875,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1875,166,上海对外经贸大学,MPA,2026
上海工程技术大学,管理学院,MPA,非全日制:14人,5.0万-18.8万,上海市,,1835,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1835,169,上海工程技术大学,MBA、MPA、MEM,2026
上海应用技术大学,人文学院,MPA,非全日制:20人,4.0万-10.8万,上海市,,157415,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157415,171,上海应用技术大学,MPA,2026
上海海洋大学,经济与管理学院,MPA,非全日制:66人,10.0万,上海市,双一流,598,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=598,172,上海海洋大学,MPA,2026
上海海关学院,海关与公共管理学院,MPA,非全日制:50人,5.4万,上海市,,599,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=599,173,上海海关学院,MPA,2026
华东政法大学,政府管理学院,MPA,非全日制:210人,9.9万-13.8万,上海市,,596,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=596,174,华东政法大学,MPA,2026
中共上海市委党校,MPA教育中心,MPA,非全日制:29人,7.0万,上海市,,600,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=600,175,中共上海市委党校,MPA,2026
南京大学,政府管理学院,MPA,非全日制:327人,3.0万-50.8万,江苏省南京市,"985,211,双一流",70,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=70,180,南京大学,MPA,2026
苏州大学,政治与公共管理学院,MPA,非全日制:320人,3.0万-20.4万,江苏省苏州市,"211,双一流",73,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=73,181,苏州大学,MPA,2026
东南大学,人文学院MPA中心,MPA,非全日制:90人,3.0万-29.0万,"江苏省南京市,无锡市","985,211,双一流",38400,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=38400,182,东南大学,MPA,2026
南京理工大学,公共事务学院,MPA,非全日制:125人,2.5万-26.0万,江苏省南京市,"211,双一流",77,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=77,184,南京理工大学,MPA,2026
江苏科技大学,人文社科学院,MPA,非全日制:40人,3.0万-9.0万,江苏省镇江市,,82,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=82,185,江苏科技大学,MPA,2026
中国矿业大学,公共管理学院,MPA,非全日制:187人,3.0万-9.0万,江苏省徐州市,"211,双一流",75,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=75,186,中国矿业大学,MPA,2026
常州大学,瞿秋白政府管理学院,MPA,非全日制:15人,2.4万-9.0万,江苏省常州市,,157417,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157417,188,常州大学,MPA,2026
河海大学,公共管理学院,MPA,非全日制:196人,3.0万-23.0万,江苏省南京市,"211,双一流",76,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=76,190,河海大学,MPA,2026
江苏大学,管理学院,MPA,非全日制:60人,3.0万-10.8万,江苏省镇江市,,116,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=116,193,江苏大学,MBA、MEM、MPA,2026
南京信息工程大学,法学与公共管理学院,MPA,"全日制:6人,非全日制:45人",3.0万-10.5万,江苏省南京市,双一流,80,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=80,194,南京信息工程大学,MPA,2026
南京农业大学,公共管理学院,MPA,非全日制:120人,3.0万-11.6万,江苏省南京市,"211,双一流",74,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=74,195,南京农业大学,MPA,2026
南京师范大学,公共管理学院,MPA,非全日制:125人,3.0万-12.2万,江苏省南京市,"211,双一流",72,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=72,196,南京师范大学,MPA,2026
南京财经大学,公共管理学院,MPA,非全日制:48人,2.0万-25.8万,江苏省南京市,,84,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=84,197,南京财经大学,MPA,2026
扬州大学,商学院,MPA,非全日制:98人,3.0万-9.0万,江苏省扬州市,,43300,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=43300,199,扬州大学,MPAcc、MPA、MBA,2026
南京审计大学,公共管理学院,MPA,非全日制:10人,3.0万-15.0万,江苏南京,,1922,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1922,200,南京审计大学,MPA,2025
南通大学,商学院,MPA,非全日制:20人,3.0万-7.5万,江苏省南通市,,1923,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1923,202,南通大学,MPAcc、MPA,2026
南京医科大学,医政学院,MPA,"全日制:9人,非全日制:35人",2.4万-6.0万,江苏省南京市,,79,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=79,203,南京医科大学,MPA,2026
徐州医科大学,管理学院,MPA,非全日制:22人,2.4万-4.5万,江苏省徐州市,,1924,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1924,204,徐州医科大学,MPA、MTA,2026
中国药科大学,国际医药商学院,MPA,全日制:30人,3.0万,江苏省南京市,,45000,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=45000,205,中国药科大学,MPA,2026
江苏师范大学,公共管理与社会学院,MPA,非全日制:62人,3.0万-10.0万,江苏省徐州市,,78,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=78,206,江苏师范大学,MPA,2026
江苏海洋大学,MPA教育中心,MPA,非全日制:57人,5.4万,江苏省连云港市,,85,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=85,207,江苏海洋大学,MPA,2026
中共江苏省委党校,公共管理教研部,MPA,非全日制:36人,5.4万,江苏省南京市,,1948,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=1948,208,中共江苏省委党校,MPA,2026
南京中医药大学,卫生经济管理学院,MPA,"全日制:11人,非全日制:5人",3.0万-6.9万,江苏省南京市,双一流,157418,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157418,484,南京中医药大学,MPA,2026
浙江大学,公共管理学院,MPA,非全日制:315人,4.0万-52.8万,浙江省杭州市,"985,211,双一流",649,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=649,211,浙江大学,MPA,2026
浙江工业大学,公共管理学院,MPA,非全日制:141人,2.0万-15.8万,浙江省杭州市,,660,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=660,213,浙江工业大学,MPA,2026
浙江理工大学,法政学院、史量才新闻与传播学院,MPA,全日制:5人,2.4万-8.5万,浙江省杭州市,,157419,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=157419,214,浙江理工大学,MPA,2026
浙江师范大学,公共管理硕士教育中心（MPA）,MPA,非全日制:118人,2.4万-8.5万,浙江省金华市,,654,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=654,215,浙江师范大学,MPA,2026
浙江工商大学,公共管理学院,MPA,非全日制:123人,2.5万-15.8万,浙江省杭州市,,653,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=653,216,浙江工商大学,MPA,2026
浙江财经大学,公共管理学院（MPA学院）,MPA,非全日制:88人,3.0万-12.8万,浙江省杭州市,,47900,https://webapp.hd.mbadashi.com/chooseSchool/chooseSchoolDetails?id=47900,218,浙江财经大学,MEM、MPA,2026
